report	match_text
ar_2009.txt	financial and economic crisis. The Pittsburgh Summit also designated the G-20 as the ‘premier forum’ for international economic cooperation. Concessional Lines of Credit (LOCs) worth US$ 1132.22 million were extended to 21 developing countries during April 2009-February 2010, conveying our sincere commitment to the economic development and capacity building of our partner developing
ar_2009.txt	the task of reconstruction and development of Afghanistan. Spanning almost the entire gamut of economic and social developmental activities, our bilateral assistance to Afghanistan crossed US$ 1.3 billion (as against a pledge of US$ 1.2 billion). This assistance has been substantially enhanced by a 35% increase (to 675) in the number of annual scholarships for Afghan students attending Indian colleges, and
ar_2009.txt	Prime Minister. A Joint Communiqué outlining major areas of cooperation was issued during the visit. India has agreed to provide a Line of Credit of US$ 1 billion to support infrastructure projects in Bangladesh including in the areas of railway infrastructure, supply of locomotives, coaches, buses and dredging. Both countries agreed to facilitate
ar_2009.txt	Dhaka. The bilateral merchandise trade has been growing steadily over the last few years. During the FY 2007-08, the Bangladesh imports to India stood at US$ 3273.70 million and exports stood at US$ 358.08 million. During the FY 2008-2009, Bangladesh’s imports from India were to the tune of US$ 2841.06 million, about 13% of Bangladesh’s global imports. Bangladesh’s exports to India stood at US$ 276.58 million. Bangladesh is an important ITEC partner country. A total of 100 slots have been provided for participants from Bangladesh in 2009-10 under ITEC Programme and
ar_2009.txt	disciplines. Many unilateral initiatives have been taken to assist the export of Bangladeshi products to India, including agreement to export construction bricks to Tripura worth US$ 28 million. To facilitate trade, Belonia-Feni LCS has been opened in October 2009. The JWG on Trade met in August 2009 to discuss aspects relating to trade
ar_2009.txt	Shri Navin Chawla (October 2009). Twelve Agreements/MoUs were signed between the two countries during the visit. Our Prime Minister committed Government of India assistance of Rs. 25 crores for the victims of the September 2009 earthquake in Bhutan. During the visit, the King of Bhutan inaugurated a photo exhibition – “Bhutan: An Eye
ar_2009.txt	lives and property from the flash floods in Bhutan, the Prime Minister of India, Dr. Manmohan Singh, as a gesture of solidarity, extended assistance worth Rs. 10 crores to the victims of the flash floods. The Minister of Economic Affairs of the Royal Government of Bhutan, Lyonpo Khandu Wangchuk, visited India from 4-8
ar_2009.txt	of India, led the Indian delegation. India continues to be the largest trade and development partner of Bhutan. The Government of India committed assistance worth Rs. 3400 crores during the 10th Five Year Plan (FYP). This includes Project tied Assistance (Rs. 2000 crore for 65 projects in key socio-economic sectors), Programme Grant (Rs 700 crore) and the Small Development Projects (Rs 700 crore). Some of the important projects being executed under the 10th Plan include construction of Supreme Court building, strengthening of Constitutional Offices such as Royal Audit
ar_2009.txt	the Policy Planning Dialogue held on 9 October, 2009 in New Delhi. China is now India’s largest trading partner. Bilateral trade in 2008 stood at US$ 51.8 billion, registering a 34% growth over 2007. According to Chinese Customs statistics, in the period from January-October 2009, trade reached US$ 34.30 billion, trade deficit standing at US$ 12.84 billion. In the backdrop of global economic recession, trade volume fell 26.52% over the corresponding figure in 2008. The growth in the trade deficit with China
ar_2009.txt	Purana Qila, New Delhi from 11-13 December, 2009. Economic and Commercial ties also continued to widen and deepen between the two countries. Bilateral trade touched Rs.578 crores in the first ten months of year 2008-2009 marking a growth of more than 50 percent over the corresponding period in the previous year. In December 2009, State Bank of India (SBI), Male subscribed to the entire issue of US$ 100 million Treasury bonds issued by the Maldivian Monetary Authority (MMA). Myanmar India-Myanmar relations are rooted in shared historical, ethnic, cultural and religious ties. India and Myanmar
ar_2009.txt	three member delegation led by Lt. Gen V. K. Ahluwalia, Director General of Military Training (DGMT) visited Myanmar from 2-4 September, 2009. Bilateral trade was US$ 950 million in 2008-09 and around US$ 365 million over the April- July of the current fiscal year. With the support of Indian Embassy in Yangon, the Myanmar Medical and Pharmaceuticals Association organized the
ar_2009.txt	Nepal. Four MoUs viz., on strengthening of the Terai roads with Indian assistance, construction of a Science Learning Centre, establishment of a Central Depository System crores and MoUs for electrification of five different VDCs in Nepal were signed. i Prime Minister Madhav Kumar Nepal paid an official visit to India from
ar_2009.txt	Nepal’s largest trade partner, source of foreign investments and tourist arrivals in Nepal. The bilateral trade more than doubled in the preceding five years reaching Rs. 9402 crores in 2008-09. The trend of growth in bilateral trade continued in 2009-10. The Kosi breach closure work undertaken by the Government of India in Nepal
ar_2009.txt	India was reiterated on several occasions, including by Prime Minister in Parliament on 29 July, 2009. Commerce and Trade India’s bilateral trade with Pakistan at US$ 1.78 billion in the year 2008-2009 was 17% less than that in 2007-2008 (US$ 2.14 billion). Unofficial trade through third countries is also of significance and increases the transaction costs for end users in Pakistan. While India has accorded MFN status
ar_2009.txt	2008, India has been engaged in providing humanitarian relief assistance to Sri Lankan Tamil civilians affected by the military conflict in Northern Sri Lanka. 2.5 lakh family relief packs from Tamil Nadu have been rushed across to the displaced Tamil population in the North in several consignments. The packs include dry rations, personal hygiene items, clothing, utensils, footwear, and other essential supplies. Two consignments of medical supplies worth around Rs. 9.2 crores have been gifted to the Sri Lankan Government to cater to the requirements of IDPs. From the Sri Lankan side, President Rajapaksa accompanied by several
ar_2009.txt	On 9 June, 2009, Prime Minister announced India’s commitment to engage with the process of relief and rehabilitation in Sri Lanka. The Government accordingly earmarked Rs. 500 crores for this purpose. In order to facilitate the process of rapid rehabilitation and resettlement, India has deployed seven demining teams in Northern Sri Lanka. India
ar_2009.txt	from Tamil Nadu visited Sri Lanka, during which they also visited Jaffna, upcountry areas and IDP camps in Vavuniya. Following the visit more than one lakh IDPs were resettled. Foreign Secretary Smt. Nirupama Rao visited in February 2009 – the first visit after Prsident Rajapaksa’s success in the Presidential elections. India has also extended LoC of US$ 425 million for Omanthai-Pallai and Madhu Church-Talaimannar railway lines and for supplying rolling stock for Northern Sri Lanka railway lines. These projects will be taken up by
ar_2009.txt	India’s largest trade partner in South Asia. The overall trade turnover has grown five times since the entry into force of the FTA and touched US$ 3.265 billion in 2008. India is also one of the largest foreign investors in Sri Lanka. Last year, we were the second largest investor in Sri Lanka at US$ 126 million. In 2009 (January-September) the bilateral trade between the two stands at US$ 1.44 billions and is expected to improve with the signs of global economic recovery. In the education sector, India continued to push the initiative to upgrade the
ar_2009.txt	water resources was also signed. It was decided that an annual ministerial level dialogue on education would be established. PM Kevin Rudd announced investment of A$ 50 million for the Bilateral Strategic Fund, A$ 1 million for Australia – India Solar Cooling Research Project, and another A$ 20 million for research into dry land farming in India. Our Prime minister conveyed the high priority that GoI attaches, to the safety, security and well being
ar_2009.txt	State for Tourism Shri Sultan Ahmed leading the Indian delegation. Indonesia became the third largest trading partner of India within ASEAN with bilateral trade of US$ 10 billion in 2008. India remains a major buyer of palm oil and natural resources like coal from Indonesia. In a major initiative, a ‘Made in India’
ar_2009.txt	has now emerged as India’s second largest trading partner in the ASEAN after Singapore. The two-way trade between India and Malaysia during January-August 2009 touched US$ 4.6 billion (with India’s exports at US$ 1.5 billion and India’s import US$ 3.1 billion.) New Zealand New Zealand Trade Minister Mr. Tim Groser visited India twice in 2009, as leader of the NZ delegation at the informal Ministerial meeting
ar_2009.txt	2009) as part of their Focus ASEAN Plus Australia and New Zealand programme of the Department of Commerce. Malaysian companies completed 52 construction projects worth US$ 2.34 billion in India, while 22 projects valued at US$ 2.3 billion are under various stages of implementation. Fresh Indian investments in Malaysia in the first half of 2009 were US$ 17.3 million. Cumulative Indian investments in Malaysia stand at around US$ 2 billion. India and Malaysia continued their discussions through video conferencing on finalization of the Comprehensive Economic Cooperation Agreement (CECA). Both sides have also finalized the text
ar_2009.txt	Sharm El Sheikh, Egypt, on 15 July, 2009. 23 Annual Report 2009 - 2010 and second largest source of FDI inflows. Bilateral trade turnover was US$ 19.83 billion in 2008. The global financial crisis and subsequent economic slowdown impacted bilateral trade. FDI inflows from Singapore, however, amounted to US$ 8.57 billion (cumulative) over the period April 2000-July 2009. Ltd. (GAIL) visited PNG in September 2009 to explore the possibilities of participation in an LNG project led
ar_2009.txt	by Minister Mentor Lee Kuan Yew in December 2009 and Senior Minister Goh Chok Tong in March 2010. India has offered a fresh grant-in-aid of US$ 125,000 to PNG under Government of India’s Regional Assistance Initiative for Pacific Island Countries. In addition, setting -up of one IT Centre of Excellence as
ar_2009.txt	bilateral Foreign Policy Consultations and the third Security Dialogue took place in Manila from 29-30 October, 2009. Government of India made a cash donation of US$ 100,000 for relief assistance towards damage caused by severe typhoons that hit Philippines during the year. Secretary Foreign Affairs of the Republic of Phillippines, Mr.
ar_2009.txt	the two countries. A new Indian Cultural Centre started functioning in Bangkok from September 2009 to better promote bilateral cultural ties. India-Thailand bilateral trade crossed US$ 6 billion mark. 25 Annual Report 2009 - 2010 Timor Leste (CAPEXIL) visited Hanoi and Ho Chi Minh City in October. As a contribution towards the Timor
ar_2009.txt	Scholarships were provided, though utilization has been low due to the inability of TL Government to spare their personnel for training). India has extended a US$ 100,000 grant to Timor Leste in 2009 for purchase of equipment and materials for sustainable development. One IT Capacity Building Project for Timor Leste under
ar_2009.txt	McLeod Russel, a leading producer of tea in India acquired Vietnam-based Phu Ben Tea Company. It plans to double the tea production capacity from 5 million kgs to 10 million kgs and acquire new tea gardens in Vietnam. A US$ 19.5 million Line of Credit was extended by India to Vietnam for setting up three hydropower projects, General Phung Quang Thanh, Minister for Defence paid an official
ar_2009.txt	Forum Countries in capacity-building and project assistance according to their specific requirements for economic & social development. Despite global recession, bilateral trade in 2008 was US$ 2.5 billion. India has emerged as the tenth largest exporter of items to Vietnam. India granted Market Economy Status to Vietnam which will provide a fillip to
ar_2009.txt	Affairs Minister announced an increase in our annual Grant-in-aid for each of the 14 PIF Countries from 26 South East Asia and the Pacific Niue US$ 100,000 to US$ 125,000. In addition, offers of courses for diplomats in FSI and ITEC training programmes and one scholarship each for undergraduate or post graduate studies were
ar_2009.txt	Stations (Hole-in-the-Wall Education Ltd.) and IT Centres of Excellence for helping in the education needs of the underprivileged in each PIF country. An amount of US$ 100,000 representing grant-in-aid for 2008, was disbursed in May 2009 for three projects: (i) Lialagi Restoration Project (phase two), (ii) Tamakautoga New Pastor’s Residence Project,
ar_2009.txt	September 2009. This course was attended by government servants from all Pacific Island countries. Ministry of External Affairs in May 2009 sanctioned an amount of US$ 1,86,000 to the Government of Nauru for funding construction of Nauru Government Expatriate Employees Apartment Project of the Government of Nauru, out of the grants-in-aid for 2007 and 2008. An amount of US$ 93,000 representing 50% of the amount was disbursed by India in July 2009 with the remaining amount to be released in phases. Under ITEC, two
ar_2009.txt	allocated for 2009-10. Federated States of Micronesia Republic of Palau India-Federated States of Micronesia bilateral relations continued to be warm. A development grant assistance of US$ 73,145 was given by India for purchase of machinery for their coconut industry. India-Republic of Palau bilateral relations continued to be cordial during the year
ar_2009.txt	Mr. Anote Tong, President of the Republic of Kiribati visited India for the Delhi Sustainable Development Summit (DSDS) in Delhi, from 5-7 February, 2010. Samoa US$ 253793.65 was released in June 2009 as Grant-in-Aid to the Government of Kiribati to fund the purchase of a 500 KW generator and overhead cables out of grants in aid of years 2007, 2008 and 2009. Under ITEC four slots were allotted for 2009-10. Grant in aid amounting to NZ$ 65,030 (US$ 33,877.55) was released in April 2009 for purchase of six units of portable Reverse Osmosis systems for the Government of Samoa. Under ITEC ten slots
ar_2009.txt	Bilateral economic relations have vast potential for growth. During Prime Minister Abe’s visit in 2009, it was agreed to work towards a trade target of US$ 20 billion by the year 2010. However with the onset of the global economic crisis, the recovery in bilateral trade suffered a setback as the growth momentum slowed down. As per official Japanese statistics, bilateral trade during fiscal 2008-09 reached US$ 12.18 billion marginally above US$ 11.23 billion recorded in the previous year. Japan ranks sixth largest in cumulative Foreign Direct Investment (FDI) flows into India. Japanese companies have made actual investments of US$ 2.530 billion between April 2000 and March 2009. Japanese investments in the infrastructure and industry sectors will secure a boost from DFC and DMIC projects under finalization.
ar_2009.txt	the largest recipient of Japanese ODA loan assistance. Cumulative commitment of Japanese ODA to India up to October 2009 is about Yen 2.9 trillion (approx. Rs. 113209.77 crores). For FY 2008-09, total ODA was Yen 236 billion (approx. US$ 2.5 billion or Rs. 11713 crores) which is an increase of 4.8% over the previous year and is 30% of Japan’s global ODA. For the current financial year (2009-10), the Japanese
ar_2009.txt	on Cooperation in Health and Medicine and the Cultural Exchange Programme for 2009-2012. At the request of the Mongolian side, the Government of India extended US$ 25 million loan assistance to Mongolia to stabilize its economy in the wake of the global financial crisis. India also agreed to offer a project-specific Line of Credit of US$ 20 million to Mongolia on special soft terms. In pursuance of an MoU signed in October 2003, the third meeting of the India-ROK Joint Investment Promotion Committee
ar_2009.txt	Indian delegation was led by Secretary, Department of Industrial Policy & Promotion. Bilateral trade between India and ROK showed a 39% growth in 2008, touching US$ 15.56 billion, thus surpassing the target of US$ 10 billion set by the two countries to be achieved by the year 2010. Despite some setback due to the global financial crisis, it is expected that
ar_2009.txt	Mongolian teachers, etc. The Mongolian side presented broad outline of a proposal to establish an India-Mongolia Joint Information Technology Education and Outsourcing Centre utilizing the US$ 20 million Line of Credit offered by India to Mongolia. The seventh meeting of the Joint Committee on Culture was held in Seoul from 1-3 September, 2009.
ar_2009.txt	4 Cultural Exchanges between the Government of the Republic of India and the Government of the Russian Federation for the Years 2010-12, and (vi) A Dollar Agreement for extension of a Line of Credit of US$ 100 million by Exim Bank to Vnesheconombank for boosting export of Indian goods and technology products to Russia. A Joint Declaration on “Deepening the Strategic Partnership to
ar_2009.txt	India-Russia-China Trilateral Foreign Ministers’ Meeting. There were no bilateral discussions between India and Russia. Bilateral trade, which, according to Russian figures, stood at close to US$ 7 billion in 2008, has been growing steadily. 36 Prime Minister, Dr. Manmohan Singh meeting the Russian President, Mr. Dmitry Anatolyevich Medvedev on the sidelines of the
ar_2009.txt	the 15th session of the IRIGC-TEC meeting held in Moscow in October 2009, it was decided to revise the bilateral trade turnover target upwards from US$ 10 billion by 2010 to US$ 20 billion by 2015. This is intended to be achieved through a series of sustained measures such as diversification of the trade basket and increased focus on
ar_2009.txt	India continued its commitment to contribute towards Armenia’s developmental efforts. In this context, an MoU was signed on 19 May, 2009 for India’s assistance of US$ 2,15,000 for a rural development project in Armenia; another MoU was signed on 26 June, 2009 for the establishment of India-Armenia Centre for Excellence in Information and Communication Technology at a cost of Rs. 7.6 crores with the objective of supporting development of information and communication technology in Armenia. Thereafter, a four member team of experts from the Centre for Development
ar_2009.txt	organized a focused trade exhibition in Mumbai in May 2009. Indian company, Bharat Heavy Electricals Limited (BHEL) bagged a contract for Grodno-II Power Project worth US$ 55 million. It was the first ever contract in Belarus awarded to an Indian company. The contract for the project was signed during the visit of External Affairs Minister to Minsk in September 2009. Government of India offered a credit line of US$ 60 million for the project. Government of India is setting up a Digital Learning Centre at the High Technology Park in Minsk for which the MoU was
ar_2009.txt	Eurasia The Government of India extended a helping hand to Ukraine by announcing humanitarian assistance in the form of a donation of medicines worth one million US$ in response to an appeal by the Ukrainian government, following a break out of influenza epidemic in certain parts of the country. The Indian pharmaceutical companies, which have their operations in Ukraine, separately donated medicines worth about US$ 600,000 to Ukraine to help combat the epidemic. The humanitarian assistance was a manifestation of the Government of India’s commitment to strengthen the close and
ar_2009.txt	a mandate to discuss new ideas to enhance bilateral relations. The Uzbek side welcomed the Indian proposal for gifting of medical equipments and supplies worth US$ 1 million for hospitals in Uzbekistan. EAM offered additional developmental assistance to upgrade the Jawaharlal Nehru Centre for Information Technology established in Tashkent in 2006. EAM reiterated
ar_2009.txt	such as the situation in Pakistan and Afghanistan. The Gulf region is a major trading partner of India. During 2006-2007 the total two-way trade was US$ 47 billion and in the year 2007-08 it reached more than US$ 76 billion. Gulf countries together provide 70% of our total crude requirement and play a key role in our energy security. About 4.5 million Indians live and work in the Gulf region. They are a vital support to our economy and remit more than US$ 30 billion annually. Mr. Seifolloah Jashnsaz, Deputy Minister of Oil of Iran and President of National Iranian Oil Company (NIOC) led a delegation to India from 30
ar_2009.txt	and Bahrain continued with historical and friendly bilateral relations. Indian nationals numbering around 3,13,000 constitute the largest expatriate community out of a total of 1.04 million residents of Bahrain. Bahraini leadership understands India’s growing strength in several areas and endeavours for closer strategic ties with India. Bahrain is a member of
ar_2009.txt	high strategic value. Bilateral Trade and Commerce Bilateral trade between India and Iran: Trade between India and Iran continued its growth. Bilateral trade grew from US$ 12833.48 (exports from India US$ 1943.91 million and imports by India US$ 10889.57 million) in 2007-2008 to US$ 13146.9 million (exports from India US$ 2253.06 million and imports by India US$ 10893.84 million) in 2008-2009, registering an increase of 30.04%. (Source: DGCIS, Kolkata). The stream of bilateral visits continued in 2009 and includes Minister of Overseas Indian Affairs
ar_2009.txt	During the meeting held in November 2009 at Doha, an MoU between India and Qatar to attract Qatari investment into India to the tune of US$ 5 billion was signed. This division has attended to 11 RTI cases from 1 April 2009-December 2009 regarding queries from the claimants of United Nations Compensation. In
ar_2009.txt	identified areas where the two countries could make quick progress. Further progress was made in the India-Oman Fund which will have a seed capital of US$ 100 million, to be raised up to US$ 1.5 billion to be utilized for joint investments in infrastructure. In the year 2008 bilateral trade (both oil and non-oil) reached nearly US$ 2.0 billion. Saudi Arabia Indo-Saudi relations are historic and have been further strengthened since the visit by King Abdullah bin Abdul Aziz to India in January 2006.
ar_2009.txt	information technology constituting the most robust elements in this regard. These relations are enhanced by the presence of the resident Indian community of about 1.78 million. The strong bilateral economic relations were 44 The Gulf, West Asia and North Africa visiting the UAE in October. He met Crown Prince of Dubai,
ar_2009.txt	India in June and met Vice-President, External Affairs Minister and Minister of New and Renewable Energy. reflected in the steady growth of bilateral trade, reaching US$ 23 billion, and the visit of several business delegations during the year. Indian investment in the Kingdom crossed US$ 2 billion in 560 projects The Eighth meeting of the Indo-Saudi Joint Commission was held in Riyadh from 27-30 October, 2009 and discussed whole gamut of bilateral
ar_2009.txt	Council GCC) region. India is also the largest export destination of UAE exports. UAE emerged as largest trading partner of India with bilateral trade exceeding US$ 44 billion. During the period India and UAE discussed, finalized and initialed the ‘Agreement on Security Cooperation’. Iraq India and Iraq have enduring political, economic and cultural
ar_2009.txt	offered its support towards Iraq’s political process, development of constitution, electoral process, census and voter registration. In response to UN Secretary-General’s cash appeal, India committed US$ 20 million for assistance to the Iraqi During the period several visits took place which includes that of MoS for External Affairs Dr. Shashi Tharoor 45 Annual Report 2009 - 2010 people. India has contributed a total of US$ 10 million towards the International Reconstruction Fund Facility for Iraq (IRFFI) for investments, reconstruction and development in Iraq. India currently provides 100 slots to Iraq under Indian
ar_2009.txt	of India, is nearing completion. India’s annual contribution to the United Nations Relief Agency for Palestine Refugees in the Near East (UNRWA) was enhanced from US$ 20,000 to US$ 1 million. Lebanon India welcomed the formation of a new government in Lebanon on 10 November, 2009. Congratulatory messages from Prime Minister Dr. Manmohan Singh and External
ar_2009.txt	(TCIL). In October 2009, a leather sourcing delegation from the Council for Leather Export of India visited Sudan. an Agreement for a credit line of US$ 100 million with Syria, as the first tranche of a US$ 240 million line of credit that the Government of India is offering to part finance the 2,200 MW Tishreen power plant expansion project. A Bharat Heavy Electricals Limited (BHEL) delegation visited Syria from 28-30 October, 2009 for signing the contract worth Euros 300 million with Syria for the 2,200 MW Tishreen power plant expansion project. In November 2009, a 17-member Confederation of Indian Industries delegation led by Shri Sanjay
ar_2009.txt	this period, including a six member fertilizer delegation from a consortia headed by the Rashtriya Chemicals and Fertilizers (RCF), to study the feasibility of the US$ 2.5 billion Sra Ourtane Fertilizer Complex Project. The League of Arab States External Affairs Minister Shri S. M. Krishna met the Secretary General of the League of
ar_2009.txt	of India have already located a site for the VTC and the construction is going to commence shortly. The project would cost an amount of US$ 1 million which would be met out of Aid-to-Africa budget. The Vice President Shri M. Hamid Ansari, accompanied by Smt. Salma Ansari visited Botswana from 9-11 January,
ar_2009.txt	paid a goodwill visit to the Eritrean port of Massawa from 21-24 May, 2009. Government of India’s decision to provide a Line of Credit of US$ 20 million for financing purchase of agricultural and educational equipment was conveyed by Minister for External Affairs Shri S. M. Krishna to his Eritrean counterpart in vide
ar_2009.txt	countries has steadily been increasing and is heavily in India’s favour. According to the Ethiopian Customs Authority, India’s exports to Ethiopia in 2008-09 are worth US$ 450 million while imports are to the tune of US$ 12 million. Indian investments in Ethiopia have crossed US$ 4.15 billion in 2009 and India is now the single largest investor in Ethiopia. An Agreement of Mutual Cooperation between National Small Industries Corporation (NSIC) and Kenya
ar_2009.txt	2009. The group gave performances in Addis Ababa and Dire Dawa. There has been a steady increase in the bilateral trade with the volume exceeding US$ 1200 million in the year 2008 with India’s exports amounting to US$ 1094 million. Major items of exports from India to Kenya include drugs and pharmaceuticals, chemicals, machinery etc. Major Dr. Shashi Tharoor, Minister of State for External Affairs,
